Topic,Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Rural Age Group 1,2015,Lower Bound,83.77,103531070,,,Rural,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Urban Age Group 2,2015,Lower Bound,53.21,65762066,,,Urban,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Rural Age Group 2,2015,Lower Bound,62.97,77824418,,,Rural,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Urban Age Group 3,2015,Lower Bound,49.22,60830838,,,Urban,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Rural Age Group 3,2015,Lower Bound,6.674,8248375,,,Rural,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Urban Age Group 4,2015,Lower Bound,85.47,105632094,,,Urban,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,73.63,90999077,,,Rural,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Total,Total,2015,Upper Bound,33.33,41192438,,,"",
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex,Men,2015,Upper Bound,21.52,26596498,,,Total,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex,Women,2015,Upper Bound,14.98,18513733,,,Total,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age,Age Group 1,2015,Upper Bound,5.41,6686201,,,Total,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age,Age Group 2,2015,Upper Bound,80.48,99464970,,,Total,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age,Age Group 3,2015,Upper Bound,19.35,23914602,,,Total,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age,Age Group 4,2015,Upper Bound,83.77,103531070,,,Total,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Area,Urban,2015,Upper Bound,53.21,65762066,,,Total,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Area,Rural,2015,Upper Bound,62.97,77824418,,,Total,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Women Age Group 1,2015,Upper Bound,49.22,60830838,,,Women,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Women Age Group 2,2015,Upper Bound,6.674,8248375,,,Women,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Women Age Group 3,2015,Upper Bound,85.47,105632094,,,Women,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Women Age Group 4,2015,Upper Bound,73.63,90999077,,,Women,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Men Age Group 1,2015,Upper Bound,33.33,41192438,,,Men,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Men Age Group 2,2015,Upper Bound,21.52,26596498,,,Men,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Men Age Group 3,2015,Upper Bound,14.98,18513733,,,Men,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Age,Men Age Group 4,2015,Upper Bound,5.41,6686201,,,Men,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Area,Urban Men,2015,Upper Bound,80.48,99464970,,,Men,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Area,Rural Men,2015,Upper Bound,19.35,23914602,,,Men,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Area,Urban Women,2015,Upper Bound,83.77,103531070,,,Women,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Sex by Area,Rural Women,2015,Upper Bound,53.21,65762066,,,Women,14.98
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Urban Age Group 1,2015,Upper Bound,62.97,77824418,,,Urban,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Rural Age Group 1,2015,Upper Bound,49.22,60830838,,,Rural,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Urban Age Group 2,2015,Upper Bound,6.674,8248375,,,Urban,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Rural Age Group 2,2015,Upper Bound,85.47,105632094,,,Rural,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Urban Age Group 3,2015,Upper Bound,73.63,90999077,,,Urban,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Rural Age Group 3,2015,Upper Bound,33.33,41192438,,,Rural,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Urban Age Group 4,2015,Upper Bound,21.52,26596498,,,Urban,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to start or do more physical activity,Start or do more physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,14.98,18513733,,,Rural,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Total,Total,2015,Estimated,5.41,6686201,viz_total,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,"",
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex,Men,2015,Estimated,80.48,99464970,viz_sex,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Total,5.41
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex,Women,2015,Estimated,19.35,23914602,viz_sex,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Total,5.41
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Age,Age Group 1,2015,Estimated,83.77,103531070,viz_age,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Total,5.41
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Age,Age Group 2,2015,Estimated,53.21,65762066,viz_age,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Total,5.41
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Age,Age Group 3,2015,Estimated,62.97,77824418,viz_age,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Total,5.41
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Age,Age Group 4,2015,Estimated,49.22,60830838,viz_age,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Total,5.41
