Topic,Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex,Women,2015,Estimated,20.4,100910969,viz_sex,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,table_total,Women - Maintain a healthy body weight or to lose weight,Total,54.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex,Women,2015,Lower Bound,17.9,122650392,,,table_total,Women - Maintain a healthy body weight or to lose weight,Total,11.85
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex,Women,2015,Upper Bound,22.8,26188652,,,table_total,Women - Maintain a healthy body weight or to lose weight,Total,96.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Men 18-29,2015,Estimated,11.3,66997962,viz_men_age,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,,Men 18-29 - Maintain a healthy body weight or to lose weight,Men,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Men 18-29,2015,Lower Bound,7.4,14645376,,,,Men 18-29 - Maintain a healthy body weight or to lose weight,Men,75.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Men 18-29,2015,Upper Bound,15.2,118905625,,,,Men 18-29 - Maintain a healthy body weight or to lose weight,Men,82.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Men 30-49,2015,Estimated,14,39561055,viz_men_age,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,,Men 30-49 - Maintain a healthy body weight or to lose weight,Men,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Men 30-49,2015,Lower Bound,11.2,93285486,,,,Men 30-49 - Maintain a healthy body weight or to lose weight,Men,75.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Men 30-49,2015,Upper Bound,16.8,102146866,,,,Men 30-49 - Maintain a healthy body weight or to lose weight,Men,82.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Men 50-69,2015,Estimated,20,100910969,viz_men_age,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,,Men 50-69 - Maintain a healthy body weight or to lose weight,Men,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Men 50-69,2015,Lower Bound,16.1,122650392,,,,Men 50-69 - Maintain a healthy body weight or to lose weight,Men,75.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Men 50-69,2015,Upper Bound,24,26188652,,,,Men 50-69 - Maintain a healthy body weight or to lose weight,Men,82.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Men  18-69,2015,Estimated,14.5,14645376,viz_men_age,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,,Men  18-69 - Maintain a healthy body weight or to lose weight,Men,32.01
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Men  18-69,2015,Lower Bound,12.4,118905625,,,,Men  18-69 - Maintain a healthy body weight or to lose weight,Men,75.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Men  18-69,2015,Upper Bound,16.5,23210141,,,,Men  18-69 - Maintain a healthy body weight or to lose weight,Men,82.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Women 18-29,2015,Estimated,16.5,23210141,viz_women_age,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,,Women 18-29 - Maintain a healthy body weight or to lose weight,Women,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Women 18-29,2015,Lower Bound,12,38634132,,,,Women 18-29 - Maintain a healthy body weight or to lose weight,Women,99.24
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Women 18-29,2015,Upper Bound,20.9,100910969,,,,Women 18-29 - Maintain a healthy body weight or to lose weight,Women,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Women 30-49,2015,Estimated,20.3,105792761,viz_women_age,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,,Women 30-49 - Maintain a healthy body weight or to lose weight,Women,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Women 30-49,2015,Lower Bound,17.4,66997962,,,,Women 30-49 - Maintain a healthy body weight or to lose weight,Women,99.24
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Women 30-49,2015,Upper Bound,23.2,14645376,,,,Women 30-49 - Maintain a healthy body weight or to lose weight,Women,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Women 50-69,2015,Estimated,25.4,67368731,viz_women_age,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,,Women 50-69 - Maintain a healthy body weight or to lose weight,Women,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Women 50-69,2015,Lower Bound,21.6,39561055,,,,Women 50-69 - Maintain a healthy body weight or to lose weight,Women,99.24
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Women 50-69,2015,Upper Bound,29.3,93285486,,,,Women 50-69 - Maintain a healthy body weight or to lose weight,Women,21.19
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Women  18-69,2015,Estimated,20.4,38634132,viz_women_age,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,,Women  18-69 - Maintain a healthy body weight or to lose weight,Women,81.65
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Women  18-69,2015,Lower Bound,17.9,100910969,,,,Women  18-69 - Maintain a healthy body weight or to lose weight,Women,99.24
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to maintain a healthy body weight or to lose weight,Maintain a healthy body weight or to lose weight,Sex by Age,Women  18-69,2015,Upper Bound,22.8,122650392,,,,Women  18-69 - Maintain a healthy body weight or to lose weight,Women,21.19
