Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age,Age Group 1,2015,Lower Bound,2.62,3238049,,,Total,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age,Age Group 2,2015,Lower Bound,83.71,103456916,,,Total,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age,Age Group 3,2015,Lower Bound,4.227,5224136,,,Total,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age,Age Group 4,2015,Lower Bound,34.93,43169873,,,Total,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Area,Urban,2015,Lower Bound,25.86,31960290,,,Total,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Area,Rural,2015,Lower Bound,71.95,88922770,,,Total,41.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Women Age Group 1,2015,Lower Bound,56.83,70236012,,,Women,82.92
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Women Age Group 2,2015,Lower Bound,12.79,15807119,,,Women,82.92
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Women Age Group 3,2015,Lower Bound,2.611,3226926,,,Women,82.92
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Women Age Group 4,2015,Lower Bound,50.71,62672324,,,Women,82.92
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Men Age Group 1,2015,Lower Bound,34.89,43120437,,,Men,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Men Age Group 2,2015,Lower Bound,41.86,51734638,,,Men,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Men Age Group 3,2015,Lower Bound,46.85,57901762,,,Men,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Men Age Group 4,2015,Lower Bound,82.92,102480558,,,Men,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Area,Urban Men,2015,Lower Bound,2.62,3238049,,,Men,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Area,Rural Men,2015,Lower Bound,83.71,103456916,,,Men,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Area,Urban Women,2015,Lower Bound,4.227,5224136,,,Women,82.92
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Area,Rural Women,2015,Lower Bound,34.93,43169873,,,Women,82.92
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Urban Age Group 1,2015,Lower Bound,25.86,31960290,,,Urban,25.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Rural Age Group 1,2015,Lower Bound,71.95,88922770,,,Rural,71.95
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Urban Age Group 2,2015,Lower Bound,56.83,70236012,,,Urban,25.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Rural Age Group 2,2015,Lower Bound,12.79,15807119,,,Rural,71.95
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Urban Age Group 3,2015,Lower Bound,2.611,3226926,,,Urban,25.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Rural Age Group 3,2015,Lower Bound,50.71,62672324,,,Rural,71.95
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Urban Age Group 4,2015,Lower Bound,34.89,43120437,,,Urban,25.86
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,41.86,51734638,,,Rural,71.95
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Total,Total,2015,Upper Bound,46.85,57901762,,,"",
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex,Men,2015,Upper Bound,82.92,102480558,,,Total,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex,Women,2015,Upper Bound,2.62,3238049,,,Total,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age,Age Group 1,2015,Upper Bound,83.71,103456916,,,Total,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age,Age Group 2,2015,Upper Bound,4.227,5224136,,,Total,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age,Age Group 3,2015,Upper Bound,34.93,43169873,,,Total,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age,Age Group 4,2015,Upper Bound,25.86,31960290,,,Total,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Area,Urban,2015,Upper Bound,71.95,88922770,,,Total,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Area,Rural,2015,Upper Bound,56.83,70236012,,,Total,46.85
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Women Age Group 1,2015,Upper Bound,12.79,15807119,,,Women,2.62
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Women Age Group 2,2015,Upper Bound,2.611,3226926,,,Women,2.62
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Women Age Group 3,2015,Upper Bound,50.71,62672324,,,Women,2.62
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Women Age Group 4,2015,Upper Bound,34.89,43120437,,,Women,2.62
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Men Age Group 1,2015,Upper Bound,41.86,51734638,,,Men,82.92
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Men Age Group 2,2015,Upper Bound,46.85,57901762,,,Men,82.92
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Men Age Group 3,2015,Upper Bound,82.92,102480558,,,Men,82.92
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Age,Men Age Group 4,2015,Upper Bound,2.62,3238049,,,Men,82.92
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Area,Urban Men,2015,Upper Bound,83.71,103456916,,,Men,82.92
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Area,Rural Men,2015,Upper Bound,4.227,5224136,,,Men,82.92
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Area,Urban Women,2015,Upper Bound,34.93,43169873,,,Women,2.62
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Sex by Area,Rural Women,2015,Upper Bound,25.86,31960290,,,Women,2.62
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Urban Age Group 1,2015,Upper Bound,71.95,88922770,,,Urban,71.95
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Rural Age Group 1,2015,Upper Bound,56.83,70236012,,,Rural,56.83
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Urban Age Group 2,2015,Upper Bound,12.79,15807119,,,Urban,71.95
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Rural Age Group 2,2015,Upper Bound,2.611,3226926,,,Rural,56.83
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Urban Age Group 3,2015,Upper Bound,50.71,62672324,,,Urban,71.95
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Rural Age Group 3,2015,Upper Bound,34.89,43120437,,,Rural,56.83
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Urban Age Group 4,2015,Upper Bound,41.86,51734638,,,Urban,71.95
Percentage who do not engage in vigorous physical activity,No vigorous physical activity,Age by Area,Rural Age Group 4,2015,Lower Bound,46.85,57901762,,,Rural,71.95
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Total,Total,2015,Estimated,82.92,102480558,viz_total,"Percentage not doing work, transport or recreational physical activity","",
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Sex,Men,2015,Estimated,2.62,3238049,viz_sex,"Percentage not doing work, transport or recreational physical activity",Total,82.92
"Percentage not doing work, transport or recreational physical activity",No work-related physical activity,Sex,Women,2015,Estimated,83.71,103456916,viz_sex,"Percentage not doing work, transport or recreational physical activity",Total,82.92
